0	0.0	Churchgate 	0.0	up	-0.033809523809523845	23559.999999999993	-0.033809523809523366	47	false	
40	0.0	Churchgate 	0.0	up	-0.033809523809523845	23559.999999999993	-0.033809523809523366	47	false	
93	0.0	Churchgate 	0.0	up	-0.033809523809523845	23559.999999999993	-0.033809523809523366	47	false	
41	112.85714285714286	Marine Lines 	1300.0	up	-0.015000000000000013	23559.999999999993	-0.0149999999999998	47	true	
75	112.85714285714286	Marine Lines 	1300.0	up	-0.015000000000000013	23559.999999999993	-0.0149999999999998	47	true	
77	112.85714285714286	Marine Lines 	1300.0	up	-0.015000000000000013	23559.999999999993	-0.0149999999999998	47	false	
99	112.85714285714286	Marine Lines 	1300.0	up	-0.015000000000000013	23559.999999999993	-0.0149999999999998	47	false	
12	197.85714285714286	Charni Road 	2210.0	up	-8.333333333333526E-4	23559.999999999993	-8.333333333333408E-4	47	true	
47	197.85714285714286	Charni Road 	2210.0	up	-8.333333333333526E-4	23559.999999999993	-8.333333333333408E-4	47	true	
53	197.85714285714286	Charni Road 	2210.0	up	-8.333333333333526E-4	23559.999999999993	-8.333333333333408E-4	47	true	
69	197.85714285714286	Charni Road 	2210.0	up	-8.333333333333526E-4	23559.999999999993	-8.333333333333408E-4	47	true	
72	197.85714285714286	Charni Road 	2210.0	up	-8.333333333333526E-4	23559.999999999993	-8.333333333333408E-4	47	false	
73	197.85714285714286	Charni Road 	2210.0	up	-8.333333333333526E-4	23559.999999999993	-8.333333333333408E-4	47	false	
88	197.85714285714286	Charni Road 	2210.0	up	-8.333333333333526E-4	23559.999999999993	-8.333333333333408E-4	47	false	
94	197.85714285714286	Charni Road 	2210.0	up	-8.333333333333526E-4	23559.999999999993	-8.333333333333408E-4	47	false	
98	197.85714285714286	Charni Road 	2210.0	up	-8.333333333333526E-4	23559.999999999993	-8.333333333333408E-4	47	false	
21	316.42857142857144	Grant Road 	3590.0	up	0.018928571428571406	23559.999999999996	0.018928571428571135	47	false	
87	316.42857142857144	Grant Road 	3590.0	up	0.018928571428571406	23559.999999999996	0.018928571428571135	47	false	
15	400.0	Mumbai Central 	4480.0	up	0.03285714285714286	23559.999999999996	0.0328571428571424	47	false	
30	525.0	Mahalaxmi 	5950.0	up	0.053690476190476205	23559.999999999996	0.05369047619047544	47	false	
42	525.0	Mahalaxmi 	5950.0	up	0.053690476190476205	23559.999999999996	0.05369047619047544	47	false	
64	525.0	Mahalaxmi 	5950.0	up	0.053690476190476205	23559.999999999996	0.05369047619047544	47	false	
13	642.8571428571429	Boisar 	102860.0	down	0.07333333333333333	84380.0	0.07329752604166667	12	true	
24	642.8571428571429	Boisar 	102860.0	down	0.07333333333333333	84380.0	0.07329752604166667	12	false	
54	642.8571428571429	Boisar 	102860.0	down	0.07333333333333333	84380.0	0.07329752604166667	12	false	
55	642.8571428571429	Boisar 	102860.0	down	0.07333333333333333	84380.0	0.07329752604166667	12	false	
57	642.8571428571429	Boisar 	102860.0	down	0.07333333333333333	84380.0	0.07329752604166667	12	false	
85	642.8571428571429	Boisar 	102860.0	down	0.07333333333333333	84380.0	0.07329752604166667	12	false	
1	667.8571428571429	Lower Parel 	7670.0	up	0.07749999999999999	23559.999999999996	0.07749999999999889	47	false	
59	667.8571428571429	Lower Parel 	7670.0	up	0.07749999999999999	23559.999999999996	0.07749999999999889	47	false	
84	667.8571428571429	Lower Parel 	7670.0	up	0.07749999999999999	23559.999999999996	0.07749999999999889	47	false	
89	667.8571428571429	Lower Parel 	7670.0	up	0.07749999999999999	23559.999999999996	0.07749999999999889	47	false	
96	667.8571428571429	Lower Parel 	7670.0	up	0.07749999999999999	23559.999999999996	0.07749999999999889	47	false	
31	781.4285714285714	Elphinstone Road 	8980.0	up	0.09642857142857142	23560.0	0.09642857142857005	47	false	
43	781.4285714285714	Elphinstone Road 	8980.0	up	0.09642857142857142	23560.0	0.09642857142857005	47	false	
36	886.4285714285714	Dadar 	10170.0	up	0.1139285714285714	23560.0	0.11392857142856978	47	false	
5	1019.2857142857143	Matunga Road 	11750.0	up	0.13607142857142857	23560.0	0.13607142857142662	47	false	
61	1019.2857142857143	Matunga Road 	11750.0	up	0.13607142857142857	23560.0	0.13607142857142662	47	false	
86	1019.2857142857143	Matunga Road 	11750.0	up	0.13607142857142857	23560.0	0.13607142857142662	47	false	
48	1071.4285714285716	Umroli 	97140.0	down	0.14476190476190479	84380.0	0.14469122023809527	12	false	
79	1071.4285714285716	Umroli 	97140.0	down	0.14476190476190479	84380.0	0.14469122023809527	12	false	
14	1123.5714285714284	Mahim 	12930.0	up	0.15345238095238092	23560.000000000004	0.15345238095237873	47	false	
23	1123.5714285714284	Mahim 	12930.0	up	0.15345238095238092	23560.000000000004	0.15345238095237873	47	false	
25	1123.5714285714284	Mahim 	12930.0	up	0.15345238095238092	23560.000000000004	0.15345238095237873	47	false	
35	1123.5714285714284	Mahim 	12930.0	up	0.15345238095238092	23560.000000000004	0.15345238095237873	47	false	
52	1123.5714285714284	Mahim 	12930.0	up	0.15345238095238092	23560.000000000004	0.15345238095237873	47	false	
27	1267.142857142857	Bandra 	14660.0	up	0.17738095238095236	23560.0	0.17738095238094984	47	false	
10	1403.5714285714284	Khar Road 	16290.0	up	0.3	23560.000000000004	0.2999999999999957	47	true	
16	1517.8571428571427	Santacruz 	17610.0	up	0.3	23560.000000000004	0.2999999999999957	47	true	
53	1517.8571428571427	Santacruz 	17610.0	up	0.3	23560.000000000004	0.2999999999999957	47	true	
33	1535.7142857142858	Palghar 	90920.0	down	0.3	84380.0	0.299853515625	12	false	
