"Positions , NearestTruthDis"
15900.0,1146.0
33900.0,458.0
57200.0,5916.0
81500.0,2394.0
105600.0,12280.0
117400.0,480.0
"AvgPosConf, 0.944337905121"
"MaxPosConf,1.0"
