SimTime,reputation
0.0,0.4500000000000241
1000.0,0.4500000000000241
2000.0,0.4500000000000241
3000.0,0.4500000000000241
4000.0,0.4500000000000241
5000.0,0.4500000000000241
6000.0,0.4500000000000241
7000.0,0.4500000000000241
8000.0,0.4500000000000241
9000.0,0.4500000000000241
10000.0,0.4500000000000241
11000.0,0.4500000000000241
12000.0,0.4500000000000241
13000.0,0.4500000000000241
14000.0,0.4500000000000241
15000.0,0.4500000000000241
16000.0,0.4500000000000241
17000.0,0.4500000000000241
18000.0,0.4500000000000241
19000.0,0.4500000000000241
20000.0,0.4500000000000241
21000.0,0.4500000000000241
22000.0,0.4500000000000241
23000.0,0.4500000000000241
24000.0,0.4500000000000241
25000.0,0.4500000000000241
26000.0,0.4500000000000241
27000.0,0.4500000000000241
28000.0,0.4500000000000241
29000.0,0.4500000000000241
30000.0,0.4500000000000241
31000.0,0.4500000000000241
32000.0,0.4500000000000241
33000.0,0.4500000000000241
34000.0,0.4500000000000241
35000.0,0.4500000000000241
36000.0,0.4500000000000241
37000.0,0.4500000000000241
38000.0,0.4500000000000241
39000.0,0.4500000000000241
40000.0,0.4500000000000241
41000.0,0.4500000000000241
42000.0,0.4500000000000241
43000.0,0.4500000000000241
44000.0,0.4500000000000241
45000.0,0.4500000000000241
46000.0,0.4500000000000241
47000.0,0.4500000000000241
48000.0,0.4500000000000241
49000.0,0.4500000000000241
50000.0,0.4500000000000241
51000.0,0.4500000000000241
52000.0,0.4500000000000241
53000.0,0.4500000000000241
54000.0,0.4500000000000241
55000.0,0.4500000000000241
56000.0,0.4500000000000241
57000.0,0.4500000000000241
58000.0,0.4500000000000241
59000.0,0.4500000000000241
60000.0,0.4500000000000241
61000.0,0.4500000000000241
62000.0,0.4500000000000241
63000.0,0.4500000000000241
64000.0,0.4500000000000241
65000.0,0.4500000000000241
66000.0,0.4500000000000241
67000.0,0.4500000000000241
68000.0,0.4500000000000241
69000.0,0.4500000000000241
70000.0,0.4500000000000241
71000.0,0.4500000000000241
72000.0,0.4500000000000241
73000.0,0.4500000000000241
74000.0,0.4500000000000241
75000.0,0.4500000000000241
76000.0,0.4500000000000241
77000.0,0.4500000000000241
78000.0,0.4500000000000241
79000.0,0.4500000000000241
80000.0,0.4500000000000241
81000.0,0.4500000000000241
82000.0,0.4500000000000241
83000.0,0.4500000000000241
84000.0,0.4500000000000241
85000.0,0.4500000000000241
86000.0,0.4500000000000241
87000.0,0.3999999999999948
88000.0,0.3999999999999948
89000.0,0.3999999999999948
90000.0,0.3999999999999948
91000.0,0.3999999999999948
