Distance	PosnConf	NumUserInput	isPeak
6700.0	2.600385015648336E-4	718	false	
6800.0	5.200770031333097E-4	718	false	
6900.0	7.801155047017848E-4	718	false	
7000.0	0.0010401540062702607	729	false	
7100.0	0.001300192507838737	761	false	
7200.0	0.00830338987957482	714	false	
7300.0	0.025263880960171053	686	false	
7400.0	0.04200117443766933	745	false	
7500.0	0.06121676903058718	702	false	
7600.0	0.0772268346167049	693	false	
7700.0	0.09302894774263153	693	false	
7800.0	0.10862504259553843	711	false	
7900.0	0.12859664520142933	701	false	
8000.0	0.30490544998028957	705	false	
8100.0	0.30490544998028957	690	false	
8200.0	0.30490544998028957	682	false	
8300.0	0.30734079930028213	639	false	
8400.0	0.5296607445381758	637	false	
8500.0	0.530487587222715	682	false	
8600.0	0.5313144299072543	695	false	
8700.0	0.5313144299072543	661	false	
8800.0	0.645524471120869	661	false	
8900.0	0.644900216064079	657	false	
9000.0	0.6939630736120672	644	false	
9100.0	0.7369469246304307	695	true	
9200.0	0.7369469246304307	638	true	
9300.0	0.6928870656418872	611	false	
9400.0	0.643651705950499	648	false	
9500.0	0.641778940780129	648	false	
9600.0	0.5255265311154794	621	false	
9700.0	0.5255265311154794	586	false	
9800.0	0.5255265311154794	602	false	
9900.0	0.5239141878806297	648	false	
10000.0	0.2986953092143112	649	false	
10100.0	0.29851265801531174	621	false	
10200.0	0.29833000681631233	632	false	
10300.0	0.29814735561731287	601	false	
10400.0	0.12296384546098973	590	false	
10500.0	0.10730801009747307	642	false	
10600.0	0.09143937159756063	595	false	
10700.0	0.07559621990285871	594	false	
10800.0	0.059544418370549954	670	false	
10900.0	0.04328201339550504	694	false	
11000.0	0.026807039709759985	703	false	
11100.0	0.010117520348946203	683	false	
20400.0	0.0017620093262859745	680	false	
20500.0	0.006158806170071747	680	false	
20600.0	0.010543861748437761	744	false	
20700.0	0.014917189607289535	743	false	
20800.0	0.019278803292532586	730	false	
20900.0	0.023628716350072465	731	false	
21000.0	0.027966942325814675	729	false	
21100.0	0.03229349476566476	776	false	
21200.0	0.08581351526987846	827	false	
21300.0	0.08581351526987846	810	false	
21400.0	0.08581351526987846	845	false	
21500.0	0.08581351526987846	791	false	
21600.0	0.16703130590896811	786	false	
21700.0	0.16703130590896811	791	false	
21800.0	0.16703130590896811	802	false	
21900.0	0.16703130590896811	774	false	
22000.0	0.21867683400642302	760	false	
22100.0	0.21867683400642302	697	false	
22200.0	0.24376173916148153	679	false	
22300.0	0.2683600898562774	648	true	
22400.0	0.2683600898562774	654	true	
22500.0	0.24376173916148153	762	false	
22600.0	0.21867683400642302	744	false	
22700.0	0.21867683400642302	726	false	
22800.0	0.16703130590896811	726	false	
22900.0	0.16703130590896811	701	false	
23000.0	0.16703130590896811	689	false	
23100.0	0.16703130590896811	740	false	
23200.0	0.08581351526987846	752	false	
23300.0	0.08581351526987846	743	false	
23400.0	0.08581351526987846	767	false	
23500.0	0.08581351526987846	761	false	
23600.0	0.03315740562103177	761	false	
23700.0	0.028833186262850537	813	false	
23800.0	0.02449729607795828	804	false	
23900.0	0.020149721520449478	842	false	
24000.0	0.015790449044418585	706	false	
24100.0	0.01141946510396008	703	false	
24200.0	0.00703675615316844	736	false	
24300.0	0.002642308646138147	757	false	
29300.0	1.604533137803642E-4	665	false	
29400.0	9.625373864613116E-4	663	false	
29500.0	0.0017643172992556353	663	false	
29600.0	0.0025657930521633355	664	false	
29700.0	0.0033669646451844164	644	false	
29800.0	0.004167832078318872	710	false	
29900.0	0.004968395351566706	664	false	
30000.0	0.005768654464927917	661	false	
30100.0	0.015985107714707587	662	false	
30200.0	0.015985107714707587	578	false	
30300.0	0.015985107714707587	566	false	
30400.0	0.015985107714707587	643	false	
30500.0	0.0318485514747662	631	false	
30600.0	0.0318485514747662	620	false	
30700.0	0.0318485514747662	587	false	
30800.0	0.0318485514747662	596	false	
30900.0	0.042356589562222526	659	false	
31000.0	0.042356589562222526	657	false	
31100.0	0.047590331280175854	652	false	
31200.0	0.05281055478094597	685	true	
31300.0	0.05281055478094597	607	true	
31400.0	0.047590331280175854	603	false	
31500.0	0.042356589562222526	635	false	
31600.0	0.042356589562222526	635	false	
31700.0	0.0318485514747662	618	false	
31800.0	0.0318485514747662	572	false	
31900.0	0.0318485514747662	577	false	
32000.0	0.0318485514747662	605	false	
32100.0	0.015985107714707587	611	false	
32200.0	0.015985107714707587	607	false	
32300.0	0.015985107714707587	652	false	
32400.0	0.015985107714707587	611	false	
32500.0	0.006248663936083839	606	false	
32600.0	0.005448587318654558	607	false	
32700.0	0.004648206541338655	571	false	
32800.0	0.0038475216041361287	563	false	
32900.0	0.0030465325070469797	645	false	
33000.0	0.0022452392500712103	586	false	
33100.0	0.0014436418332088162	577	false	
33200.0	6.417402564598E-4	604	false	
43100.0	4.56750000017815E-4	970	false	
43200.0	0.0012180000000179684	1020	false	
43300.0	0.001979250000018122	1020	false	
43400.0	0.002740500000018274	991	false	
43500.0	0.003501750000018426	991	false	
43600.0	0.004263000000018579	994	false	
43700.0	0.005024250000018732	994	false	
43800.0	0.005785500000018884	1054	false	
43900.0	0.015225000000003054	1046	false	
44000.0	0.015225000000003054	1039	false	
44100.0	0.015225000000003054	1075	false	
44200.0	0.015225000000003054	589	false	
