226	0.0	CST	0.0	up	0.0	11840.000000000087	
235	0.0	CST	0.0	up	0.0	11840.000000000087	
214	162.85714285714286	Masjid Bunder 	2000.0	up	0.0	11840.000000000087	
225	162.85714285714286	Masjid Bunder 	2000.0	up	0.0	11840.000000000087	
262	162.85714285714286	Masjid Bunder 	2000.0	up	0.0	11840.000000000087	
299	162.85714285714286	Masjid Bunder 	2000.0	up	0.0	11840.000000000087	
202	234.28571428571428	Mansarovar 	43000.0	down	0.0	33319.99999999984	
215	234.28571428571428	Mansarovar 	43000.0	down	0.0	33319.99999999984	
236	234.28571428571428	Mansarovar 	43000.0	down	0.0	33319.99999999984	
237	234.28571428571428	Mansarovar 	43000.0	down	0.0	33319.99999999984	
272	234.28571428571428	Mansarovar 	43000.0	down	0.0	33319.99999999984	
278	234.28571428571428	Mansarovar 	43000.0	down	0.0	33319.99999999984	
249	254.28571428571428	Sandhurst Road 	3000.0	up	0.0	11840.000000000087	
254	254.28571428571428	Sandhurst Road 	3000.0	up	0.0	11840.000000000087	
257	254.28571428571428	Sandhurst Road 	3000.0	up	0.0	11840.000000000087	
265	254.28571428571428	Sandhurst Road 	3000.0	up	0.0	11840.000000000087	
285	254.28571428571428	Sandhurst Road 	3000.0	up	0.0	11840.000000000087	
291	254.28571428571428	Sandhurst Road 	3000.0	up	0.0	11840.000000000087	
206	310.0	Dockyard Road 	3500.0	up	0.0	11840.000000000087	
218	310.0	Dockyard Road 	3500.0	up	0.0	11840.000000000087	
243	310.0	Dockyard Road 	3500.0	up	0.0	11840.000000000087	
263	310.0	Dockyard Road 	3500.0	up	0.0	11840.000000000087	
224	365.7142857142857	Reay Road 	4000.0	up	0.0	11840.000000000087	
232	365.7142857142857	Reay Road 	4000.0	up	0.0	11840.000000000087	
233	365.7142857142857	Reay Road 	4000.0	up	0.0	11840.000000000087	
250	365.7142857142857	Reay Road 	4000.0	up	0.0	11840.000000000087	
239	397.1428571428571	Kharghar 	41000.0	down	0.0	33319.99999999989	
245	397.1428571428571	Kharghar 	41000.0	down	0.0	33319.99999999989	
246	397.1428571428571	Kharghar 	41000.0	down	0.0	33319.99999999989	
279	397.1428571428571	Kharghar 	41000.0	down	0.0	33319.99999999989	
220	457.14285714285717	Cotton Green 	5000.0	up	0.0	11840.000000000087	
228	457.14285714285717	Cotton Green 	5000.0	up	0.0	11840.000000000087	
295	457.14285714285717	Cotton Green 	5000.0	up	0.0	11840.000000000087	
258	620.0	Sewri 	7000.0	up	0.0	11840.000000000087	
270	620.0	Sewri 	7000.0	up	0.0	11840.000000000087	
277	620.0	Sewri 	7000.0	up	0.0	11840.000000000087	
282	620.0	Sewri 	7000.0	up	0.0	11840.000000000087	
286	620.0	Sewri 	7000.0	up	0.0	11840.000000000087	
288	620.0	Sewri 	7000.0	up	0.0	11840.000000000087	
289	620.0	Sewri 	7000.0	up	0.0	11840.000000000087	
252	631.4285714285713	CBD Belapur 	38000.0	down	0.0	33319.99999999989	
203	782.8571428571429	Wadala 	9000.0	up	0.0	11840.000000000087	
248	782.8571428571429	Wadala 	9000.0	up	0.0	11840.000000000087	
292	782.8571428571429	Wadala 	9000.0	up	0.0	11840.000000000087	
296	782.8571428571429	Wadala 	9000.0	up	0.0	11840.000000000087	
204	794.2857142857142	Seawoods-Darave 	36000.0	down	0.0	33319.99999999989	
209	794.2857142857142	Seawoods-Darave 	36000.0	down	0.0	33319.99999999989	
227	794.2857142857142	Seawoods-Darave 	36000.0	down	0.0	33319.99999999989	
238	794.2857142857142	Seawoods-Darave 	36000.0	down	0.0	33319.99999999989	
242	794.2857142857142	Seawoods-Darave 	36000.0	down	0.0	33319.99999999989	
267	794.2857142857142	Seawoods-Darave 	36000.0	down	0.0	33319.99999999989	
251	945.7142857142858	 G.T.B.nagar	11000.0	up	0.0	11840.000000000036	
266	945.7142857142858	 G.T.B.nagar	11000.0	up	0.0	11840.000000000036	
205	957.1428571428571	Nerul 	34000.0	down	0.0	33319.99999999994	
260	957.1428571428571	Nerul 	34000.0	down	0.0	33319.99999999994	
281	957.1428571428571	Nerul 	34000.0	down	0.0	33319.99999999994	
271	1108.5714285714287	Chunabhatti 	13000.0	up	0.0	11840.000000000036	
230	1120.0	Juinagar 	32000.0	down	0.0	33319.99999999994	
255	1120.0	Juinagar 	32000.0	down	0.0	33319.99999999994	
283	1120.0	Juinagar 	32000.0	down	0.0	33319.99999999994	
223	1271.4285714285716	Kurla 	15000.0	up	0.0	11839.999999999985	
269	1271.4285714285716	Kurla 	15000.0	up	0.0	11839.999999999985	
284	1271.4285714285716	Kurla 	15000.0	up	0.0	11839.999999999985	
210	1282.857142857143	Sanpada 	30000.0	down	0.0	33319.99999999994	
216	1282.857142857143	Sanpada 	30000.0	down	0.0	33319.99999999994	
222	1282.857142857143	Sanpada 	30000.0	down	0.0	33319.99999999994	
275	1282.857142857143	Sanpada 	30000.0	down	0.0	33319.99999999994	
293	1282.857142857143	Sanpada 	30000.0	down	0.0	33319.99999999994	
211	1362.857142857143	Tilak Nagar 	16000.0	up	0.0	11840.000000000036	
247	1362.857142857143	Tilak Nagar 	16000.0	up	0.0	11840.000000000036	
261	1362.857142857143	Tilak Nagar 	16000.0	up	0.0	11840.000000000036	
268	1362.857142857143	Tilak Nagar 	16000.0	up	0.0	11840.000000000036	
208	1374.2857142857142	Vashi 	29000.0	down	0.0	33319.99999999994	
231	1374.2857142857142	Vashi 	29000.0	down	0.0	33319.99999999994	
240	1454.2857142857142	Chembur 	17000.0	up	0.0	11840.000000000036	
