8969,2,Stopped_Central,Kopar ,47000.0,down,20,8,184
8943,8,Stopped_Central,Chinchpokli ,6000.0,down,8,29,201
8931,10,Stopped_Central,Nahur ,28000.0,down,23,6,273
8846,3,Stopped_Central,Ghatkopar ,20000.0,down,34,30,501
8823,5,Stopped_Central,Diwa ,43000.0,down,66,31,389
