24944,5,Stopped_Western,Goregaon ,26900.0,up,0,1,8
24883,7,Stopped_Western,Mumbai Central ,4480.0,up,0,0,7
24776,3,Stopped_Western,Naigaon ,47790.0,up,2,0,7
24530,1,Stopped_Western,Vaitarna ,68420.0,up,1,0,10
24500,10,Stopped_Western,Vangaon ,111580.0,up,0,0,2
