"Positions , NearestTruthDis"
15900.0,1240.0
33900.0,2680.0
57200.0,1350.0
81500.0,1050.0
105600.0,2740.0
117400.0,14540.0
"AvgPosConf, 0.999943625753"
"MaxPosConf,1.0"
